PROCESSO ADMIN. Nº,PROCESSO Nº,OBSERVACOES__gt,OBSERVACOES__pred,status
2000001166,0800375-81.2025.8.15.0071,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001166; Processo divergente do ZIP: 0800375-81.2025.8.15.0071; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001166; Processo divergente do ZIP: 0800375-81.2025.8.15.0071; Data suspeita em Data da Autorização da Despesa: Comunicações; VALOR ARBITRADO - CM inválido (não monetário),TP
2025.815,0800140-74.2025.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0800140-74.2025.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0800140-74.2025.8.15.0731,TP
2024815073,0800317-38.2025.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2024815073; Processo divergente do ZIP: 0800317-38.2025.8.15.0731; Data suspeita em Data da Autorização da Despesa: . Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2024815073; Processo divergente do ZIP: 0800317-38.2025.8.15.0731; Data suspeita em Data da Autorização da Despesa: . Comunicações,TP
2078.064,0800945-31.2023.8.15.0041,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2078.064; Processo divergente do ZIP: 0800945-31.2023.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2078.064; Processo divergente do ZIP: 0800945-31.2023.8.15.0041; Valor suspeito em VALOR ARBITRADO: 398,81; Fator inválido (não numérico)",TP
021359-27.2025.8.15,0801590-97.2025.8.15.0231,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801590-97.2025.8.15.0231; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801590-97.2025.8.15.0231; Data suspeita em Data da Autorização da Despesa: Comunicações; CPF do perito ajustado pelo catálogo externo,TP
2005042413,0801030-05.2024.8.15.0551,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319503_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801030-05.2024.8.15.0551,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319503_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0801030-05.2024.8.15.0551,TP
2005042413,0800124-78.2025.8.15.0551,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319527_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800124-78.2025.8.15.0551,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319527_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800124-78.2025.8.15.0551,TP
2005042413,0800833-16.2025.8.15.0551,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319541_Anexo.pdf, [10]-0324867_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800833-16.2025.8.15.0551","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [02]-0319541_Anexo.pdf, [10]-0324867_Anexo.pdf; Processo adm. citado nos documentos: 2005042413; Processo divergente do ZIP: 0800833-16.2025.8.15.0551",TP
2023813000,0800483-29.2023.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2023813000; Processo divergente do ZIP: 0800483-29.2023.8.15.0541,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2023813000; Processo divergente do ZIP: 0800483-29.2023.8.15.0541,TP
2096.296,0866055-87.2018.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2096.296; Processo divergente do ZIP: 0866055-87.2018.8.15.2001; Valor suspeito em VALOR ARBITRADO: ( ) adiantamento; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2096.296; Processo divergente do ZIP: 0866055-87.2018.8.15.2001; Valor suspeito em VALOR ARBITRADO: ( ) adiantamento; VALOR ARBITRADO - CM inválido (não monetário),TP
2044.2025,0805172-81.2020.8.15.0231,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [05]-0320922_Anexo.pdf; Processo adm. citado nos documentos: 2044.2025; Processo divergente do ZIP: 0805172-81.2020.8.15.0231; Data suspeita em Data da Autorização da Despesa: Comunicações,Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; PROCESSO Nº inválido (dígitos de verificação); Documentos ignorados por divergência: [05]-0320922_Anexo.pdf; Processo adm. citado nos documentos: 2044.2025; Processo divergente do ZIP: 0805172-81.2020.8.15.0231; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2013826054,0801803-65.2024.8.15.0061,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801030-20.2024.8.15.0061, 0801803-65.2024.8.15.0051; Processo adm. citado nos documentos: 2013826054; Processo divergente do ZIP: 0801803-65.2024.8.15.0061; Valor suspeito em VALOR ARBITRADO: RS 540,56 (quinhentos e quarenta reais e; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário)","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; CNJs adicionais mencionados: 0801030-20.2024.8.15.0061, 0801803-65.2024.8.15.0051; Processo adm. citado nos documentos: 2013826054; Processo divergente do ZIP: 0801803-65.2024.8.15.0061; Valor suspeito em VALOR ARBITRADO: RS 540,56 (quinhentos e quarenta reais e; Fator inválido (não numérico); VALOR ARBITRADO - CM inválido (não monetário)",TP
021510-34.2025.8.15,0828969-58.2024.8.15.0001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0321210_Anexo.pdf; Processo divergente do ZIP: 0828969-58.2024.8.15.0001; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [04]-0321210_Anexo.pdf; Processo divergente do ZIP: 0828969-58.2024.8.15.0001; Fator inválido (não numérico),TP
2025605828,0802846-46.2023.8.15.0231,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025605828; Processo divergente do ZIP: 0802846-46.2023.8.15.0231; CPF do perito ajustado pelo catálogo externo,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025605828; Processo divergente do ZIP: 0802846-46.2023.8.15.0231; CPF do perito ajustado pelo catálogo externo,TP
2071513495,0800465-07.2022.8.15.0391,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [05]-0331002_Anexo.pdf; CNJs adicionais mencionados: 5014597-03.2011.4.04.7000; Processo adm. citado nos documentos: 2071513495; Processo divergente do ZIP: 0800465-07.2022.8.15.0391; Fator inválido (não numérico),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [05]-0331002_Anexo.pdf; CNJs adicionais mencionados: 5014597-03.2011.4.04.7000; Processo adm. citado nos documentos: 2071513495; Processo divergente do ZIP: 0800465-07.2022.8.15.0391; Fator inválido (não numérico),TP
2061216362,0800885-94.2022.8.15.0881,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [04]-0323068_Anexo.pdf; Processo adm. citado nos documentos: 2061216362; Processo divergente do ZIP: 0800885-94.2022.8.15.0881; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Documentos ignorados por divergência: [04]-0323068_Anexo.pdf; Processo adm. citado nos documentos: 2061216362; Processo divergente do ZIP: 0800885-94.2022.8.15.0881; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X) Finais; Valor suspeito em R$: ( ) Adiantamento (X) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
021726-62.2025.8.15,0809943-31.2024.8.15.0371,"PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [01]-0323965_Anexo_2025.pdf, [10]-0331633_Anexo.pdf; Processo divergente do ZIP: 0809943-31.2024.8.15.0371","PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [01]-0323965_Anexo_2025.pdf, [10]-0331633_Anexo.pdf; Processo divergente do ZIP: 0809943-31.2024.8.15.0371",TP
2000001173,0800430-22.2022.8.15.0561,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001173; Processo divergente do ZIP: 0800430-22.2022.8.15.0561; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( x ) Finais; Valor suspeito em R$: ( ) Adiantamento ( x ) Finais; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2000001173; Processo divergente do ZIP: 0800430-22.2022.8.15.0561; Data suspeita em Data da Autorização da Despesa: Comunicações; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento ( x ) Finais; Valor suspeito em R$: ( ) Adiantamento ( x ) Finais; VALOR ARBITRADO - DE inválido (não monetário); VALOR ARBITRADO - CM inválido (não monetário),TP
022027-13.2025.8.15,0801232-63.2025.8.15.0351,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801232-63.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0801232-63.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2025.815,0802789-85.2025.8.15.0351,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0802789-85.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2025.815; Processo divergente do ZIP: 0802789-85.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
022061-21.2025.8.15,0802787-18.2025.8.15.0351,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802787-18.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo divergente do ZIP: 0802787-18.2025.8.15.0351; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2022.815,0806165-11.2022.8.15.0731,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0329364_Anexo.pdf; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0806165-11.2022.8.15.0731; Data suspeita em Data da Autorização da Despesa: Comunicações,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Documentos ignorados por divergência: [05]-0329364_Anexo.pdf; Processo adm. citado nos documentos: 2022.815; Processo divergente do ZIP: 0806165-11.2022.8.15.0731; Data suspeita em Data da Autorização da Despesa: Comunicações,TP
2008324544,0800016-38.2023.8.15.0351,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2008324544; Processo divergente do ZIP: 0800016-38.2023.8.15.0351; Data suspeita em Data da Autorização da Despesa: Documento de Comprovação; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X ) Finais; Valor suspeito em R$: ( ) Adiantamento (X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem VALOR ARBITRADO; Sem PERITO; Processo adm. citado nos documentos: 2008324544; Processo divergente do ZIP: 0800016-38.2023.8.15.0351; Data suspeita em Data da Autorização da Despesa: Documento de Comprovação; Valor suspeito em VALOR ARBITRADO: ( ) Adiantamento (X ) Finais; Valor suspeito em R$: ( ) Adiantamento (X ) Finais; VALOR ARBITRADO - CM inválido (não monetário),TP
2045545624,0818809-90.2021.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2045545624; Processo divergente do ZIP: 0818809-90.2021.8.15.2001,PROCESSO Nº inválido (dígitos de verificação); Sem PROCESSO Nº; Sem PERITO; Sem VALOR ARBITRADO; Processo adm. citado nos documentos: 2045545624; Processo divergente do ZIP: 0818809-90.2021.8.15.2001,TP
